"TreeID","Girth_cm","DateRange","Start_Year","End_Year"
1105,75,"2007-2015
",2007,2015
1106,76,"2007-2015
",2007,2015
1107,135,"2007-2015
",2007,2015
1108,109,"2007-2015
",2007,2015
1109,58,"2007-2015
",2007,2015
1110,92,"2007-2015
",2007,2015
1111,108,"2007-2015
",2007,2015
1112,68,"2007-2015
",2007,2015
1113,52,"2007-2015
",2007,2015
1114,220,"2007-2015
",2007,2015
1115,447,"2007-2015
",2007,2015
1116,38,"2007-2015
",2007,2015
1117,72,"2007-2015
",2007,2015
1118,153,"2007-2015
",2007,2015
1119,99,"2007-2015
",2007,2015
1120,90,"2007-2015
",2007,2015
1121,44,"2007-2015
",2007,2015
1122,113,"2007-2015
",2007,2015
1122,112,"2016-2019
",2016,2019
1123,125,"2007-2015
",2007,2015
1123,136,"2016-2019
",2016,2019
1124,193,"2007-2015
",2007,2015
1125,127,"2007-2015
",2007,2015
1125,140,"2016-2019
",2016,2019
1126,156,"2007-2015
",2007,2015
1126,174,"2016-2019
",2016,2019
1127,206,"2007-2015
",2007,2015
1128,97,"2007-2015
",2007,2015
1128,96,"2016-2019
",2016,2019
1129,120,"2007-2015
",2007,2015
1130,91,"2007-2015
",2007,2015
1131,89,"2007-2015
",2007,2015
1132,180,"2007-2015
",2007,2015
1133,143,"2007-2015
",2007,2015
1134,81,"2016-2019
",2016,2019
1135,116,"2007-2015
",2007,2015
1135,135,"2016-2019
",2016,2019
1136,86,"2007-2015
",2007,2015
1137,61,"2007-2015
",2007,2015
1137,77,"2016-2019
",2016,2019
1138,74,"2007-2015
",2007,2015
1139,67,"2007-2015
",2007,2015
1139,66,"2016-2019
",2016,2019
1141,302,"2007-2015
",2007,2015
1142,237,"2007-2015
",2007,2015
1142,279,"2016-2019
",2016,2019
1143,235,"2007-2015
",2007,2015
1143,239,"2016-2019
",2016,2019
1144,308,"2007-2015
",2007,2015
1144,310,"2016-2019
",2016,2019
1145,66,"2007-2015
",2007,2015
1146,109,"2007-2015
",2007,2015
1147,77,"2007-2015
",2007,2015
1148,78,"2007-2015
",2007,2015
1150,60,"2007-2015
",2007,2015
1151,52,"2007-2015
",2007,2015
1151,49,"2016-2019
",2016,2019
1152,80,"2007-2015
",2007,2015
1153,131,"2007-2015
",2007,2015
1154,154,"2007-2015
",2007,2015
1154,238,"2016-2019
",2016,2019
1155,110,"2007-2015
",2007,2015
1156,113,"2007-2015
",2007,2015
1157,68,"2007-2015
",2007,2015
1157,78,"2016-2019
",2016,2019
1158,63,"2007-2015
",2007,2015
1158,63,"2016-2019
",2016,2019
1159,180,"2007-2015
",2007,2015
1159,193,"2016-2019
",2016,2019
1160,179,"2007-2015
",2007,2015
1161,221,"2007-2015
",2007,2015
1161,230,"2016-2019
",2016,2019
1162,224,"2007-2015
",2007,2015
1162,254,"2016-2019
",2016,2019
1163,207,"2016-2019
",2016,2019
1164,119,"2007-2015
",2007,2015
1164,125,"2016-2019
",2016,2019
1165,152,"2007-2015
",2007,2015
1165,161,"2016-2019
",2016,2019
1166,93,"2007-2015
",2007,2015
1166,117,"2016-2019
",2016,2019
1167,151,"2016-2019
",2016,2019
1168,64,"2007-2015
",2007,2015
1169,394,"2007-2015
",2007,2015
1169,420,"2016-2019
",2016,2019
1170,185,"2007-2015
",2007,2015
1170,191,"2016-2019
",2016,2019
1171,360,"2016-2019
",2016,2019
1172,352,"2007-2015
",2007,2015
1172,354,"2016-2019
",2016,2019
1173,132,"2007-2015
",2007,2015
1174,105,"2007-2015
",2007,2015
1175,52,"2007-2015
",2007,2015
1176,95,"2007-2015
",2007,2015
1177,65,"2007-2015
",2007,2015
1177,73,"2016-2019
",2016,2019
1178,338,"2007-2015
",2007,2015
1178,347,"2016-2019
",2016,2019
1179,343,"2007-2015
",2007,2015
1180,155,"2007-2015
",2007,2015
1180,173,"2016-2019
",2016,2019
1181,66,"2007-2015
",2007,2015
1181,70,"2016-2019
",2016,2019
1182,322,"2007-2015
",2007,2015
1182,327,"2016-2019
",2016,2019
1184,419,"2007-2015
",2007,2015
1184,442,"2016-2019
",2016,2019
1185,80,"2007-2015
",2007,2015
1186,135,"2007-2015
",2007,2015
1187,345,"2007-2015
",2007,2015
1187,346,"2016-2019
",2016,2019
1188,54,"2007-2015
",2007,2015
1189,321,"2016-2019
",2016,2019
1190,72,"2007-2015
",2007,2015
1191,168,"2007-2015
",2007,2015
1192,218,"2016-2019
",2016,2019
1193,149,"2007-2015
",2007,2015
1193,220,"2016-2019
",2016,2019
1194,60,"2007-2015
",2007,2015
1194,67,"2016-2019
",2016,2019
1195,155,"2007-2015
",2007,2015
1195,184,"2016-2019
",2016,2019
1196,109,"2007-2015
",2007,2015
1196,119,"2016-2019
",2016,2019
1197,107,"2007-2015
",2007,2015
1198,111,"2007-2015
",2007,2015
1198,124,"2016-2019
",2016,2019
1199,220,"2016-2019
",2016,2019
1200,155,"2016-2019
",2016,2019
1201,180,"2016-2019
",2016,2019
1202,128,"2016-2019
",2016,2019
1203,145,"2016-2019
",2016,2019
1204,192,"2016-2019
",2016,2019
1205,126,"2007-2015
",2007,2015
1205,149,"2016-2019
",2016,2019
1206,129,"2007-2015
",2007,2015
1206,205,"2016-2019
",2016,2019
1207,216,"2007-2015
",2007,2015
1207,195,"2016-2019
",2016,2019
1208,114,"2007-2015
",2007,2015
1208,131,"2016-2019
",2016,2019
1209,295,"2016-2019
",2016,2019
1210,225,"2016-2019
",2016,2019
1211,398,"2007-2015
",2007,2015
1211,409,"2016-2019
",2016,2019
1212,125,"2007-2015
",2007,2015
1213,70,"2007-2015
",2007,2015
1213,85,"2016-2019
",2016,2019
1214,77,"2007-2015
",2007,2015
1214,89,"2016-2019
",2016,2019
1215,67,"2007-2015
",2007,2015
1215,80,"2016-2019
",2016,2019
1216,56,"2007-2015
",2007,2015
1216,61,"2016-2019
",2016,2019
1217,32,"2007-2015
",2007,2015
1218,46,"2007-2015
",2007,2015
1218,53,"2016-2019
",2016,2019
1219,67,"2007-2015
",2007,2015
1219,78,"2016-2019
",2016,2019
1220,108,"2007-2015
",2007,2015
1220,139,"2016-2019
",2016,2019
1221,95,"2016-2019
",2016,2019
1222,45,"2016-2019
",2016,2019
1223,126,"2007-2015
",2007,2015
1223,156,"2016-2019
",2016,2019
1224,59,"2007-2015
",2007,2015
1224,71,"2016-2019
",2016,2019
1225,37,"2016-2019
",2016,2019
1226,28,"2016-2019
",2016,2019
1227,66,"2016-2019
",2016,2019
1228,38,"2016-2019
",2016,2019
1229,77,"2007-2015
",2007,2015
1229,90,"2016-2019
",2016,2019
1230,46,"2016-2019
",2016,2019
1231,49,"2016-2019
",2016,2019
1232,77,"2007-2015
",2007,2015
1232,86,"2016-2019
",2016,2019
1233,104,"2016-2019
",2016,2019
1234,63,"2007-2015
",2007,2015
1235,147,"2016-2019
",2016,2019
1236,260,"2007-2015
",2007,2015
1236,310,"2016-2019
",2016,2019
1237,168,"2016-2019
",2016,2019
1238,600,"2016-2019
",2016,2019
1239,194,"2007-2015
",2007,2015
1239,210,"2016-2019
",2016,2019
1240,27,"2016-2019
",2016,2019
1241,89,"2016-2019
",2016,2019
1242,86,"2007-2015
",2007,2015
1242,105,"2016-2019
",2016,2019
1243,61,"2007-2015
",2007,2015
1243,71,"2016-2019
",2016,2019
1244,59,"2007-2015
",2007,2015
1244,65,"2016-2019
",2016,2019
1245,103,"2007-2015
",2007,2015
1245,119,"2016-2019
",2016,2019
1246,48,"2007-2015
",2007,2015
1246,59,"2016-2019
",2016,2019
1247,74,"2007-2015
",2007,2015
1247,83,"2016-2019
",2016,2019
1248,71,"2007-2015
",2007,2015
1248,75,"2016-2019
",2016,2019
1249,57,"2007-2015
",2007,2015
1249,168,"2016-2019
",2016,2019
1250,50,"2007-2015
",2007,2015
1251,90,"2007-2015
",2007,2015
1251,104,"2016-2019
",2016,2019
1252,67,"2007-2015
",2007,2015
1252,70,"2016-2019
",2016,2019
1253,58,"2007-2015
",2007,2015
1253,71,"2016-2019
",2016,2019
1254,63,"2007-2015
",2007,2015
1254,76,"2016-2019
",2016,2019
1255,102,"2007-2015
",2007,2015
1255,115,"2016-2019
",2016,2019
1256,90,"2007-2015
",2007,2015
1256,113,"2016-2019
",2016,2019
1257,69,"2007-2015
",2007,2015
1257,73,"2016-2019
",2016,2019
1258,129,"2007-2015
",2007,2015
1258,140,"2016-2019
",2016,2019
1259,58,"2007-2015
",2007,2015
1259,50,"2016-2019
",2016,2019
1260,96,"2007-2015
",2007,2015
1260,146,"2016-2019
",2016,2019
1261,55,"2007-2015
",2007,2015
1261,64,"2016-2019
",2016,2019
1262,70,"2007-2015
",2007,2015
1262,186,"2016-2019
",2016,2019
1263,26,"2007-2015
",2007,2015
1263,29,"2016-2019
",2016,2019
1264,54,"2007-2015
",2007,2015
1264,62,"2016-2019
",2016,2019
1265,110,"2007-2015
",2007,2015
1265,108,"2016-2019
",2016,2019
1267,47,"2007-2015
",2007,2015
1267,54,"2016-2019
",2016,2019
1268,61,"2007-2015
",2007,2015
1268,107,"2016-2019
",2016,2019
1269,54,"2007-2015
",2007,2015
1269,60,"2016-2019
",2016,2019
1270,42,"2016-2019
",2016,2019
1271,73,"2016-2019
",2016,2019
1272,211,"2007-2015
",2007,2015
1272,228,"2016-2019
",2016,2019
1273,44,"2007-2015
",2007,2015
1274,255,"2007-2015
",2007,2015
1274,266,"2016-2019
",2016,2019
1275,318,"2007-2015
",2007,2015
1275,325,"2016-2019
",2016,2019
1276,277,"2016-2019
",2016,2019
1277,312,"2007-2015
",2007,2015
1277,322,"2016-2019
",2016,2019
1278,280,"2007-2015
",2007,2015
1278,286,"2016-2019
",2016,2019
1279,265,"2007-2015
",2007,2015
1279,271,"2016-2019
",2016,2019
1280,406,"2007-2015
",2007,2015
1280,406,"2016-2019
",2016,2019
1281,72,"2007-2015
",2007,2015
1281,70,"2016-2019
",2016,2019
1282,158,"2016-2019
",2016,2019
1283,121,"2016-2019
",2016,2019
1284,101,"2007-2015
",2007,2015
1284,109,"2016-2019
",2016,2019
1285,161,"2007-2015
",2007,2015
1285,176,"2016-2019
",2016,2019
1286,124,"2007-2015
",2007,2015
1286,133,"2016-2019
",2016,2019
1287,68,"2007-2015
",2007,2015
1287,70,"2016-2019
",2016,2019
1288,104,"2007-2015
",2007,2015
1288,114,"2016-2019
",2016,2019
1289,71,"2007-2015
",2007,2015
1289,77,"2016-2019
",2016,2019
1290,47,"2007-2015
",2007,2015
1290,53,"2016-2019
",2016,2019
1291,107,"2007-2015
",2007,2015
1291,120,"2016-2019
",2016,2019
1292,136,"2007-2015
",2007,2015
1292,142,"2016-2019
",2016,2019
1293,92,"2007-2015
",2007,2015
1293,94,"2016-2019
",2016,2019
1294,126,"2007-2015
",2007,2015
1294,136,"2016-2019
",2016,2019
1297,101,"2007-2015
",2007,2015
1297,106,"2016-2019
",2016,2019
1298,41,"2007-2015
",2007,2015
1298,46,"2016-2019
",2016,2019
1299,95,"2007-2015
",2007,2015
1299,94,"2016-2019
",2016,2019
1300,110,"2007-2015
",2007,2015
1300,118,"2016-2019
",2016,2019
1301,121,"2016-2019
",2016,2019
1302,128,"2016-2019
",2016,2019
1303,73,"2007-2015
",2007,2015
1303,72,"2016-2019
",2016,2019
1304,151,"2007-2015
",2007,2015
1304,162,"2016-2019
",2016,2019
1305,58,"2007-2015
",2007,2015
1305,62,"2016-2019
",2016,2019
1306,37,"2007-2015
",2007,2015
1306,38,"2016-2019
",2016,2019
1307,35,"2007-2015
",2007,2015
1307,39,"2016-2019
",2016,2019
1308,71,"2007-2015
",2007,2015
1308,179,"2016-2019
",2016,2019
1309,96,"2007-2015
",2007,2015
1309,102,"2016-2019
",2016,2019
1310,60,"2007-2015
",2007,2015
1310,64,"2016-2019
",2016,2019
1311,51,"2007-2015
",2007,2015
1311,53,"2016-2019
",2016,2019
1312,46,"2007-2015
",2007,2015
1312,63,"2016-2019
",2016,2019
1313,69,"2007-2015
",2007,2015
1313,80,"2016-2019
",2016,2019
1314,49,"2007-2015
",2007,2015
1314,64,"2016-2019
",2016,2019
1315,253,"2007-2015
",2007,2015
1315,259,"2016-2019
",2016,2019
1316,113,"2007-2015
",2007,2015
1317,210,"2007-2015
",2007,2015
1318,264,"2016-2019
",2016,2019
1319,122,"2016-2019
",2016,2019
1320,284,"2007-2015
",2007,2015
1320,441,"2016-2019
",2016,2019
1322,171,"2007-2015
",2007,2015
1322,250,"2016-2019
",2016,2019
1323,107,"2007-2015
",2007,2015
1323,162,"2016-2019
",2016,2019
1324,211,"2007-2015
",2007,2015
1324,240,"2016-2019
",2016,2019
1325,201,"2007-2015
",2007,2015
1325,226,"2016-2019
",2016,2019
1326,276,"2007-2015
",2007,2015
1327,320,"2007-2015
",2007,2015
1327,340,"2016-2019
",2016,2019
1328,143,"2007-2015
",2007,2015
1329,55,"2007-2015
",2007,2015
1329,56,"2016-2019
",2016,2019
1330,239,"2016-2019
",2016,2019
1331,115,"2007-2015
",2007,2015
1331,132,"2016-2019
",2016,2019
1332,79,"2007-2015
",2007,2015
1333,105,"2007-2015
",2007,2015
1333,114,"2016-2019
",2016,2019
1334,55,"2007-2015
",2007,2015
1335,56,"2007-2015
",2007,2015
1335,53,"2016-2019
",2016,2019
1336,108,"2007-2015
",2007,2015
1337,78,"2007-2015
",2007,2015
1339,103,"2007-2015
",2007,2015
1339,106,"2016-2019
",2016,2019
1340,74,"2007-2015
",2007,2015
1341,109,"2007-2015
",2007,2015
1342,52,"2007-2015
",2007,2015
1343,97,"2007-2015
",2007,2015
1344,60,"2007-2015
",2007,2015
1344,60,"2016-2019
",2016,2019
1346,100,"2007-2015
",2007,2015
1347,70,"2007-2015
",2007,2015
1348,97,"2007-2015
",2007,2015
1349,112,"2007-2015
",2007,2015
1349,124,"2016-2019
",2016,2019
1350,77,"2007-2015
",2007,2015
1350,84,"2016-2019
",2016,2019
1351,29,"2016-2019
",2016,2019
1352,62,"2016-2019
",2016,2019
1353,39,"2007-2015
",2007,2015
1354,65,"2007-2015
",2007,2015
1355,111,"2007-2015
",2007,2015
1356,48,"2007-2015
",2007,2015
1356,50,"2016-2019
",2016,2019
1357,77,"2007-2015
",2007,2015
1357,100,"2016-2019
",2016,2019
1358,39,"2007-2015
",2007,2015
1359,188,"2007-2015
",2007,2015
1360,127,"2007-2015
",2007,2015
1361,170,"2007-2015
",2007,2015
1361,180,"2016-2019
",2016,2019
1362,105,"2007-2015
",2007,2015
1362,111,"2016-2019
",2016,2019
1363,106,"2007-2015
",2007,2015
1363,106,"2016-2019
",2016,2019
1364,105,"2007-2015
",2007,2015
1365,153,"2007-2015
",2007,2015
1365,196,"2016-2019
",2016,2019
1366,462,"2007-2015
",2007,2015
1367,82,"2007-2015
",2007,2015
1367,90,"2016-2019
",2016,2019
1368,118,"2007-2015
",2007,2015
1369,92,"2007-2015
",2007,2015
1370,77,"2007-2015
",2007,2015
1371,106,"2007-2015
",2007,2015
1371,107,"2016-2019
",2016,2019
1372,70,"2007-2015
",2007,2015
1372,68,"2016-2019
",2016,2019
1373,114,"2007-2015
",2007,2015
1374,91,"2007-2015
",2007,2015
1374,100,"2016-2019
",2016,2019
1375,36,"2007-2015
",2007,2015
1375,40,"2016-2019
",2016,2019
1376,46,"2007-2015
",2007,2015
1376,163,"2016-2019
",2016,2019
1377,26,"2007-2015
",2007,2015
1377,28,"2016-2019
",2016,2019
1378,52,"2007-2015
",2007,2015
1378,55,"2016-2019
",2016,2019
1379,40,"2007-2015
",2007,2015
1380,151,"2007-2015
",2007,2015
1380,169,"2016-2019
",2016,2019
1381,9,"2016-2019
",2016,2019
1383,15,"2007-2015
",2007,2015
1383,21,"2016-2019
",2016,2019
1384,248,"2007-2015
",2007,2015
1385,286,"2007-2015
",2007,2015
1385,291,"2016-2019
",2016,2019
1386,366,"2007-2015
",2007,2015
1386,375,"2016-2019
",2016,2019
1387,330,"2007-2015
",2007,2015
1388,399,"2007-2015
",2007,2015
1388,404,"2016-2019
",2016,2019
1389,60,"2007-2015
",2007,2015
1390,280,"2007-2015
",2007,2015
1390,282,"2016-2019
",2016,2019
1391,60,"2016-2019
",2016,2019
1392,75,"2007-2015
",2007,2015
1392,73,"2016-2019
",2016,2019
1393,72,"2007-2015
",2007,2015
1394,105,"2007-2015
",2007,2015
1395,266,"2007-2015
",2007,2015
1396,315,"2016-2019
",2016,2019
1397,299,"2007-2015
",2007,2015
1397,312,"2016-2019
",2016,2019
1398,236,"2007-2015
",2007,2015
1398,260,"2016-2019
",2016,2019
1399,260,"2007-2015
",2007,2015
1399,275,"2016-2019
",2016,2019
1400,261,"2007-2015
",2007,2015
1400,264,"2016-2019
",2016,2019
1401,266,"2007-2015
",2007,2015
1401,279,"2016-2019
",2016,2019
1402,212,"2007-2015
",2007,2015
1402,215,"2016-2019
",2016,2019
1403,183,"2007-2015
",2007,2015
1403,188,"2016-2019
",2016,2019
1404,235,"2007-2015
",2007,2015
1404,241,"2016-2019
",2016,2019
1405,310,"2016-2019
",2016,2019
1406,75,"2016-2019
",2016,2019
1407,72,"2007-2015
",2007,2015
1407,93,"2016-2019
",2016,2019
1409,107,"2007-2015
",2007,2015
1409,275,"2016-2019
",2016,2019
1410,83,"2007-2015
",2007,2015
1411,68,"2007-2015
",2007,2015
1411,71,"2016-2019
",2016,2019
1412,120,"2007-2015
",2007,2015
1413,116,"2007-2015
",2007,2015
1413,122,"2016-2019
",2016,2019
1414,95,"2007-2015
",2007,2015
1414,90,"2016-2019
",2016,2019
1415,83,"2007-2015
",2007,2015
1416,118,"2007-2015
",2007,2015
1416,121,"2016-2019
",2016,2019
1417,110,"2016-2019
",2016,2019
1418,75,"2007-2015
",2007,2015
1418,81,"2016-2019
",2016,2019
1419,138,"2007-2015
",2007,2015
1420,121,"2007-2015
",2007,2015
1420,133,"2016-2019
",2016,2019
1421,100,"2016-2019
",2016,2019
1422,48,"2007-2015
",2007,2015
1423,307,"2007-2015
",2007,2015
1423,308,"2016-2019
",2016,2019
1424,170,"2007-2015
",2007,2015
1424,161,"2016-2019
",2016,2019
1425,146,"2007-2015
",2007,2015
1425,203,"2016-2019
",2016,2019
1426,126,"2007-2015
",2007,2015
1426,119,"2016-2019
",2016,2019
1427,139,"2007-2015
",2007,2015
1427,164,"2016-2019
",2016,2019
1428,73,"2007-2015
",2007,2015
1428,73,"2016-2019
",2016,2019
1429,47,"2007-2015
",2007,2015
1430,33,"2007-2015
",2007,2015
1431,54,"2007-2015
",2007,2015
1432,60,"2007-2015
",2007,2015
1433,57,"2007-2015
",2007,2015
1434,65,"2007-2015
",2007,2015
1434,175,"2016-2019
",2016,2019
1435,62,"2007-2015
",2007,2015
1435,162,"2016-2019
",2016,2019
1436,84,"2007-2015
",2007,2015
1436,90,"2016-2019
",2016,2019
1437,106,"2016-2019
",2016,2019
1438,145,"2016-2019
",2016,2019
1439,141,"2016-2019
",2016,2019
1441,207,"2007-2015
",2007,2015
1441,211,"2016-2019
",2016,2019
1442,190,"2007-2015
",2007,2015
1443,141,"2007-2015
",2007,2015
1443,152,"2016-2019
",2016,2019
1444,149,"2007-2015
",2007,2015
1444,164,"2016-2019
",2016,2019
1445,180,"2007-2015
",2007,2015
1445,185,"2016-2019
",2016,2019
1446,25,"2007-2015
",2007,2015
1447,62,"2007-2015
",2007,2015
1447,133,"2016-2019
",2016,2019
1448,100,"2007-2015
",2007,2015
1448,118,"2016-2019
",2016,2019
1449,40,"2007-2015
",2007,2015
1449,38,"2016-2019
",2016,2019
1450,67,"2007-2015
",2007,2015
1450,103,"2016-2019
",2016,2019
1451,25,"2007-2015
",2007,2015
1452,122,"2007-2015
",2007,2015
1452,127,"2016-2019
",2016,2019
1453,226,"2007-2015
",2007,2015
1454,107,"2007-2015
",2007,2015
1455,140,"2007-2015
",2007,2015
1456,102,"2007-2015
",2007,2015
1457,154,"2007-2015
",2007,2015
1458,79,"2007-2015
",2007,2015
1458,75,"2016-2019
",2016,2019
1459,152,"2007-2015
",2007,2015
1459,152,"2016-2019
",2016,2019
1460,110,"2007-2015
",2007,2015
1460,110,"2016-2019
",2016,2019
1461,128,"2007-2015
",2007,2015
1461,105,"2016-2019
",2016,2019
1462,155,"2007-2015
",2007,2015
1463,115,"2007-2015
",2007,2015
1463,138,"2016-2019
",2016,2019
1464,166,"2007-2015
",2007,2015
1465,112,"2007-2015
",2007,2015
1465,119,"2016-2019
",2016,2019
1466,97,"2016-2019
",2016,2019
1467,165,"2007-2015
",2007,2015
1468,124,"2007-2015
",2007,2015
1469,144,"2007-2015
",2007,2015
1469,150,"2016-2019
",2016,2019
1470,162,"2007-2015
",2007,2015
1470,180,"2016-2019
",2016,2019
1471,128,"2007-2015
",2007,2015
1472,157,"2007-2015
",2007,2015
1473,142,"2007-2015
",2007,2015
1473,153,"2016-2019
",2016,2019
1474,164,"2007-2015
",2007,2015
1474,162,"2016-2019
",2016,2019
1475,165,"2007-2015
",2007,2015
1475,164,"2016-2019
",2016,2019
1476,190,"2007-2015
",2007,2015
1476,200,"2016-2019
",2016,2019
1477,119,"2007-2015
",2007,2015
1478,90,"2007-2015
",2007,2015
1478,94,"2016-2019
",2016,2019
1479,58,"2007-2015
",2007,2015
1480,90,"2007-2015
",2007,2015
1480,95,"2016-2019
",2016,2019
1481,90,"2007-2015
",2007,2015
1482,75,"2007-2015
",2007,2015
1483,100,"2007-2015
",2007,2015
1483,98,"2016-2019
",2016,2019
1484,120,"2007-2015
",2007,2015
1484,172,"2016-2019
",2016,2019
1485,105,"2007-2015
",2007,2015
1485,162,"2016-2019
",2016,2019
1487,107,"2007-2015
",2007,2015
1487,104,"2016-2019
",2016,2019
1488,172,"2007-2015
",2007,2015
1488,190,"2016-2019
",2016,2019
1489,168,"2007-2015
",2007,2015
1489,182,"2016-2019
",2016,2019
1490,170,"2007-2015
",2007,2015
1491,200,"2007-2015
",2007,2015
1491,227,"2016-2019
",2016,2019
1492,182,"2007-2015
",2007,2015
1493,47,"2007-2015
",2007,2015
1493,45,"2016-2019
",2016,2019
1494,168,"2007-2015
",2007,2015
1494,195,"2016-2019
",2016,2019
1495,46,"2007-2015
",2007,2015
1495,64,"2016-2019
",2016,2019
1496,56,"2007-2015
",2007,2015
1496,87,"2016-2019
",2016,2019
1497,40,"2007-2015
",2007,2015
1498,166,"2007-2015
",2007,2015
1498,152,"2016-2019
",2016,2019
1501,300,"2016-2019
",2016,2019
1504,267,"2016-2019
",2016,2019
1505,118,"2007-2015
",2007,2015
1505,141,"2016-2019
",2016,2019
1506,92,"2007-2015
",2007,2015
1506,113,"2016-2019
",2016,2019
1507,74,"2007-2015
",2007,2015
1508,71,"2007-2015
",2007,2015
1509,91,"2007-2015
",2007,2015
1509,121,"2016-2019
",2016,2019
1510,78,"2007-2015
",2007,2015
1510,87,"2016-2019
",2016,2019
1511,95,"2007-2015
",2007,2015
1512,160,"2007-2015
",2007,2015
1513,78,"2007-2015
",2007,2015
1513,96,"2016-2019
",2016,2019
1514,115,"2007-2015
",2007,2015
1514,128,"2016-2019
",2016,2019
1515,97,"2007-2015
",2007,2015
1515,106,"2016-2019
",2016,2019
1516,88,"2007-2015
",2007,2015
1517,79,"2007-2015
",2007,2015
1518,76,"2007-2015
",2007,2015
1519,47,"2007-2015
",2007,2015
1520,97,"2007-2015
",2007,2015
1520,114,"2016-2019
",2016,2019
1521,137,"2007-2015
",2007,2015
1522,44,"2016-2019
",2016,2019
1523,148,"2007-2015
",2007,2015
1524,44,"2007-2015
",2007,2015
1524,42,"2016-2019
",2016,2019
1525,70,"2007-2015
",2007,2015
1526,75,"2007-2015
",2007,2015
1526,91,"2016-2019
",2016,2019
1527,91,"2007-2015
",2007,2015
1527,104,"2016-2019
",2016,2019
1528,65,"2007-2015
",2007,2015
1528,74,"2016-2019
",2016,2019
1529,45,"2007-2015
",2007,2015
1530,87,"2007-2015
",2007,2015
1530,102,"2016-2019
",2016,2019
1531,82,"2007-2015
",2007,2015
1531,97,"2016-2019
",2016,2019
1532,253,"2007-2015
",2007,2015
1532,245,"2016-2019
",2016,2019
1533,145,"2007-2015
",2007,2015
1533,272,"2016-2019
",2016,2019
1534,225,"2007-2015
",2007,2015
1535,65,"2007-2015
",2007,2015
1535,74,"2016-2019
",2016,2019
1536,61,"2007-2015
",2007,2015
1537,92,"2007-2015
",2007,2015
1537,96,"2016-2019
",2016,2019
1538,91,"2007-2015
",2007,2015
1538,90,"2016-2019
",2016,2019
1539,49,"2007-2015
",2007,2015
1540,92,"2007-2015
",2007,2015
1541,65,"2007-2015
",2007,2015
1542,61,"2007-2015
",2007,2015
1542,62,"2016-2019
",2016,2019
1543,75,"2007-2015
",2007,2015
1543,85,"2016-2019
",2016,2019
1544,125,"2007-2015
",2007,2015
1544,272,"2016-2019
",2016,2019
1545,210,"2007-2015
",2007,2015
1546,119,"2007-2015
",2007,2015
1546,125,"2016-2019
",2016,2019
1547,62,"2007-2015
",2007,2015
1547,75,"2016-2019
",2016,2019
1548,102,"2007-2015
",2007,2015
1549,66,"2007-2015
",2007,2015
1549,147,"2016-2019
",2016,2019
1550,47,"2007-2015
",2007,2015
1551,121,"2007-2015
",2007,2015
1552,209,"2007-2015
",2007,2015
1553,84,"2007-2015
",2007,2015
1554,180,"2007-2015
",2007,2015
1555,88,"2007-2015
",2007,2015
1556,100,"2016-2019
",2016,2019
1557,90,"2007-2015
",2007,2015
1557,97,"2016-2019
",2016,2019
1558,136,"2007-2015
",2007,2015
1559,110,"2007-2015
",2007,2015
1560,84,"2007-2015
",2007,2015
1560,88,"2016-2019
",2016,2019
1562,198,"2007-2015
",2007,2015
1562,208,"2016-2019
",2016,2019
1563,37,"2007-2015
",2007,2015
1563,38,"2016-2019
",2016,2019
1564,40,"2007-2015
",2007,2015
1564,42,"2016-2019
",2016,2019
1565,82,"2007-2015
",2007,2015
1566,59,"2007-2015
",2007,2015
1567,130,"2007-2015
",2007,2015
1568,131,"2007-2015
",2007,2015
1568,142,"2016-2019
",2016,2019
1569,198,"2007-2015
",2007,2015
1569,206,"2016-2019
",2016,2019
1570,175,"2007-2015
",2007,2015
1570,181,"2016-2019
",2016,2019
1571,264,"2007-2015
",2007,2015
1571,270,"2016-2019
",2016,2019
1572,82,"2016-2019
",2016,2019
1573,89,"2007-2015
",2007,2015
1573,98,"2016-2019
",2016,2019
1574,58,"2007-2015
",2007,2015
1575,130,"2007-2015
",2007,2015
1576,152,"2007-2015
",2007,2015
1577,160,"2007-2015
",2007,2015
1579,65,"2007-2015
",2007,2015
1580,72,"2007-2015
",2007,2015
1581,20,"2007-2015
",2007,2015
1582,17,"2007-2015
",2007,2015
1584,56,"2007-2015
",2007,2015
1585,162,"2007-2015
",2007,2015
1586,53,"2007-2015
",2007,2015
1587,127,"2007-2015
",2007,2015
1588,54,"2007-2015
",2007,2015
1589,20,"2007-2015
",2007,2015
1590,133,"2007-2015
",2007,2015
1591,139,"2007-2015
",2007,2015
1592,162,"2007-2015
",2007,2015
1593,116,"2007-2015
",2007,2015
1594,116,"2007-2015
",2007,2015
1595,155,"2007-2015
",2007,2015
1596,112,"2007-2015
",2007,2015
1597,97,"2007-2015
",2007,2015
1598,65,"2007-2015
",2007,2015
1599,90,"2007-2015
",2007,2015
1600,121,"2007-2015
",2007,2015
1601,136,"2007-2015
",2007,2015
1602,127,"2007-2015
",2007,2015
1603,138,"2007-2015
",2007,2015
1604,183,"2007-2015
",2007,2015
1605,132,"2007-2015
",2007,2015
1606,148,"2007-2015
",2007,2015
1607,80,"2007-2015
",2007,2015
1608,62,"2007-2015
",2007,2015
1609,158,"2007-2015
",2007,2015
1610,146,"2007-2015
",2007,2015
1611,146,"2007-2015
",2007,2015
1612,92,"2007-2015
",2007,2015
1613,119,"2007-2015
",2007,2015
