"TreeID","Girth_cm","DateRange","Start_Year","End_Year"
1614,194,"2007-2015
",2007,2015
1616,162,"2007-2015
",2007,2015
1617,71,"2007-2015
",2007,2015
1618,46,"2007-2015
",2007,2015
1618,53,"2016-2019
",2016,2019
1619,206,"2007-2015
",2007,2015
1619,222,"2016-2019
",2016,2019
1620,289,"2007-2015
",2007,2015
1621,233,"2007-2015
",2007,2015
1622,212,"2007-2015
",2007,2015
1623,230,"2007-2015
",2007,2015
1624,114,"2007-2015
",2007,2015
1624,281,"2016-2019
",2016,2019
1625,295,"2007-2015
",2007,2015
1626,183,"2016-2019
",2016,2019
1627,66,"2016-2019
",2016,2019
1628,61,"2016-2019
",2016,2019
1629,77,"2016-2019
",2016,2019
1630,74,"2016-2019
",2016,2019
1631,34,"2016-2019
",2016,2019
1632,39,"2016-2019
",2016,2019
1633,55,"2016-2019
",2016,2019
1634,27,"2016-2019
",2016,2019
1635,40,"2016-2019
",2016,2019
1636,48,"2016-2019
",2016,2019
1637,360,"2016-2019
",2016,2019
1638,70,"2016-2019
",2016,2019
1639,78,"2016-2019
",2016,2019
1640,84,"2016-2019
",2016,2019
1641,28,"2016-2019
",2016,2019
1642,60,"2016-2019
",2016,2019
1643,206,"2016-2019
",2016,2019
1644,145,"2016-2019
",2016,2019
1645,80,"2007-2015
",2007,2015
1645,55,"2016-2019
",2016,2019
1647,135,"2016-2019
",2016,2019
1648,48,"2007-2015
",2007,2015
1649,80,"2016-2019
",2016,2019
1650,72,"2007-2015
",2007,2015
1651,276,"2007-2015
",2007,2015
1651,272,"2016-2019
",2016,2019
1652,192,"2007-2015
",2007,2015
1653,189,"2007-2015
",2007,2015
1653,200,"2016-2019
",2016,2019
1654,218,"2007-2015
",2007,2015
1654,284,"2016-2019
",2016,2019
1655,131,"2007-2015
",2007,2015
1655,144,"2016-2019
",2016,2019
1656,100,"2007-2015
",2007,2015
1656,106,"2016-2019
",2016,2019
1657,162,"2007-2015
",2007,2015
1657,160,"2016-2019
",2016,2019
1658,218,"2007-2015
",2007,2015
1659,193,"2007-2015
",2007,2015
1660,148,"2007-2015
",2007,2015
1661,55,"2007-2015
",2007,2015
1662,72,"2007-2015
",2007,2015
1662,82,"2016-2019
",2016,2019
1663,129,"2007-2015
",2007,2015
1663,140,"2016-2019
",2016,2019
1664,62,"2016-2019
",2016,2019
1665,178,"2007-2015
",2007,2015
1666,93,"2007-2015
",2007,2015
1666,107,"2016-2019
",2016,2019
1667,59,"2007-2015
",2007,2015
1667,66,"2016-2019
",2016,2019
1668,98,"2007-2015
",2007,2015
1669,42,"2007-2015
",2007,2015
1670,110,"2016-2019
",2016,2019
1671,134,"2007-2015
",2007,2015
1671,60,"2016-2019
",2016,2019
1672,111,"2007-2015
",2007,2015
1672,122,"2016-2019
",2016,2019
1673,136,"2007-2015
",2007,2015
1674,88,"2007-2015
",2007,2015
1674,97,"2016-2019
",2016,2019
1675,67,"2007-2015
",2007,2015
1675,72,"2016-2019
",2016,2019
1676,67,"2007-2015
",2007,2015
1676,71,"2016-2019
",2016,2019
1677,71,"2007-2015
",2007,2015
1677,67,"2016-2019
",2016,2019
1678,71,"2007-2015
",2007,2015
1678,80,"2016-2019
",2016,2019
1679,86,"2007-2015
",2007,2015
1679,90,"2016-2019
",2016,2019
1680,100,"2007-2015
",2007,2015
1680,107,"2016-2019
",2016,2019
1681,124,"2007-2015
",2007,2015
1681,125,"2016-2019
",2016,2019
1682,124,"2007-2015
",2007,2015
1683,59,"2007-2015
",2007,2015
1683,59,"2016-2019
",2016,2019
1684,120,"2007-2015
",2007,2015
1684,134,"2016-2019
",2016,2019
1685,74,"2007-2015
",2007,2015
1685,75,"2016-2019
",2016,2019
1686,109,"2007-2015
",2007,2015
1687,137,"2007-2015
",2007,2015
1688,128,"2007-2015
",2007,2015
1689,152,"2007-2015
",2007,2015
1690,219,"2007-2015
",2007,2015
1690,231,"2016-2019
",2016,2019
1691,118,"2007-2015
",2007,2015
1691,226,"2016-2019
",2016,2019
1692,77,"2007-2015
",2007,2015
1693,105,"2007-2015
",2007,2015
1693,107,"2016-2019
",2016,2019
1694,72,"2007-2015
",2007,2015
1694,74,"2016-2019
",2016,2019
1695,113,"2007-2015
",2007,2015
1696,74,"2007-2015
",2007,2015
1697,50,"2007-2015
",2007,2015
1697,48,"2016-2019
",2016,2019
1698,62,"2007-2015
",2007,2015
1698,57,"2016-2019
",2016,2019
1699,112,"2007-2015
",2007,2015
1700,80,"2007-2015
",2007,2015
1700,93,"2016-2019
",2016,2019
1701,97,"2007-2015
",2007,2015
1701,141,"2016-2019
",2016,2019
1702,72,"2007-2015
",2007,2015
1702,71,"2016-2019
",2016,2019
1703,79,"2007-2015
",2007,2015
1703,54,"2016-2019
",2016,2019
1704,87,"2007-2015
",2007,2015
1704,102,"2016-2019
",2016,2019
1705,63,"2007-2015
",2007,2015
1706,58,"2007-2015
",2007,2015
1707,86,"2007-2015
",2007,2015
1707,144,"2016-2019
",2016,2019
1708,45,"2007-2015
",2007,2015
1709,37,"2007-2015
",2007,2015
1710,52,"2007-2015
",2007,2015
1711,592,"2007-2015
",2007,2015
1712,47,"2007-2015
",2007,2015
1712,29,"2016-2019
",2016,2019
1713,43,"2007-2015
",2007,2015
1714,115,"2007-2015
",2007,2015
1715,77,"2007-2015
",2007,2015
1715,87,"2016-2019
",2016,2019
1716,110,"2007-2015
",2007,2015
1716,125,"2016-2019
",2016,2019
1717,141,"2007-2015
",2007,2015
1717,198,"2016-2019
",2016,2019
1718,120,"2007-2015
",2007,2015
1718,122,"2016-2019
",2016,2019
1719,72,"2007-2015
",2007,2015
1719,73,"2016-2019
",2016,2019
1720,67,"2007-2015
",2007,2015
1720,65,"2016-2019
",2016,2019
1721,133,"2007-2015
",2007,2015
1721,181,"2016-2019
",2016,2019
1722,106,"2007-2015
",2007,2015
1722,115,"2016-2019
",2016,2019
1723,46,"2016-2019
",2016,2019
1724,76,"2016-2019
",2016,2019
1725,73,"2016-2019
",2016,2019
1727,117,"2007-2015
",2007,2015
1727,173,"2016-2019
",2016,2019
1728,182,"2007-2015
",2007,2015
1728,154,"2016-2019
",2016,2019
1729,137,"2007-2015
",2007,2015
1729,154,"2016-2019
",2016,2019
1730,137,"2007-2015
",2007,2015
1730,145,"2016-2019
",2016,2019
1731,115,"2007-2015
",2007,2015
1731,127,"2016-2019
",2016,2019
1732,545,"2016-2019
",2016,2019
1733,49,"2007-2015
",2007,2015
1733,51,"2016-2019
",2016,2019
1734,95,"2007-2015
",2007,2015
1734,103,"2016-2019
",2016,2019
1735,79,"2007-2015
",2007,2015
1735,95,"2016-2019
",2016,2019
1736,289,"2016-2019
",2016,2019
1737,530,"2016-2019
",2016,2019
1738,127,"2007-2015
",2007,2015
1739,121,"2007-2015
",2007,2015
1740,133,"2007-2015
",2007,2015
1740,135,"2016-2019
",2016,2019
1741,126,"2007-2015
",2007,2015
1741,135,"2016-2019
",2016,2019
1742,68,"2007-2015
",2007,2015
1742,67,"2016-2019
",2016,2019
1743,90,"2007-2015
",2007,2015
1743,93,"2016-2019
",2016,2019
1744,70,"2007-2015
",2007,2015
1744,77,"2016-2019
",2016,2019
1745,38,"2007-2015
",2007,2015
1745,37,"2016-2019
",2016,2019
1746,75,"2007-2015
",2007,2015
1746,75,"2016-2019
",2016,2019
1747,28,"2007-2015
",2007,2015
1747,26,"2016-2019
",2016,2019
1748,47,"2007-2015
",2007,2015
1748,45,"2016-2019
",2016,2019
1749,45,"2007-2015
",2007,2015
1749,41,"2016-2019
",2016,2019
1750,68,"2007-2015
",2007,2015
1750,68,"2016-2019
",2016,2019
1751,199,"2007-2015
",2007,2015
1751,291,"2016-2019
",2016,2019
1752,111,"2007-2015
",2007,2015
1752,120,"2016-2019
",2016,2019
1753,250,"2007-2015
",2007,2015
1753,276,"2016-2019
",2016,2019
1754,175,"2007-2015
",2007,2015
1754,223,"2016-2019
",2016,2019
1755,60,"2007-2015
",2007,2015
1755,45,"2016-2019
",2016,2019
1756,172,"2007-2015
",2007,2015
1756,222,"2016-2019
",2016,2019
1757,110,"2007-2015
",2007,2015
1758,150,"2007-2015
",2007,2015
1758,170,"2016-2019
",2016,2019
1759,121,"2007-2015
",2007,2015
1759,184,"2016-2019
",2016,2019
1760,86,"2007-2015
",2007,2015
1760,70,"2016-2019
",2016,2019
1761,159,"2007-2015
",2007,2015
1761,346,"2016-2019
",2016,2019
1762,84,"2007-2015
",2007,2015
1762,82,"2016-2019
",2016,2019
1763,89,"2007-2015
",2007,2015
1763,87,"2016-2019
",2016,2019
1764,170,"2007-2015
",2007,2015
1765,166,"2007-2015
",2007,2015
1766,129,"2007-2015
",2007,2015
1767,180,"2007-2015
",2007,2015
1768,120,"2007-2015
",2007,2015
1769,180,"2007-2015
",2007,2015
1770,165,"2007-2015
",2007,2015
1771,126,"2007-2015
",2007,2015
1772,118,"2007-2015
",2007,2015
1773,151,"2007-2015
",2007,2015
1774,55,"2007-2015
",2007,2015
1775,115,"2007-2015
",2007,2015
1777,122,"2007-2015
",2007,2015
1778,100,"2007-2015
",2007,2015
1779,96,"2007-2015
",2007,2015
1780,95,"2007-2015
",2007,2015
1781,158,"2007-2015
",2007,2015
1782,212,"2007-2015
",2007,2015
1783,73,"2007-2015
",2007,2015
1784,94,"2007-2015
",2007,2015
1785,215,"2007-2015
",2007,2015
1786,120,"2007-2015
",2007,2015
1787,95,"2007-2015
",2007,2015
1788,136,"2007-2015
",2007,2015
1789,99,"2007-2015
",2007,2015
1790,113,"2007-2015
",2007,2015
1791,18,"2007-2015
",2007,2015
1792,134,"2007-2015
",2007,2015
1793,158,"2007-2015
",2007,2015
1794,69,"2007-2015
",2007,2015
1795,114,"2007-2015
",2007,2015
1796,121,"2007-2015
",2007,2015
1797,148,"2007-2015
",2007,2015
1798,229,"2007-2015
",2007,2015
1799,141,"2007-2015
",2007,2015
1800,192,"2007-2015
",2007,2015
1801,115,"2007-2015
",2007,2015
1802,107,"2007-2015
",2007,2015
1803,73,"2007-2015
",2007,2015
1804,90,"2007-2015
",2007,2015
1805,73,"2007-2015
",2007,2015
1806,97,"2007-2015
",2007,2015
1807,47,"2007-2015
",2007,2015
1808,60,"2007-2015
",2007,2015
1809,62,"2007-2015
",2007,2015
1810,542,"2007-2015
",2007,2015
1811,81,"2007-2015
",2007,2015
1812,104,"2007-2015
",2007,2015
1813,106,"2007-2015
",2007,2015
1814,70,"2007-2015
",2007,2015
1815,93,"2007-2015
",2007,2015
1816,184,"2007-2015
",2007,2015
1817,95,"2007-2015
",2007,2015
1818,62,"2007-2015
",2007,2015
1819,82,"2007-2015
",2007,2015
1820,101,"2007-2015
",2007,2015
1821,158,"2007-2015
",2007,2015
1822,181,"2007-2015
",2007,2015
1823,130,"2007-2015
",2007,2015
1824,156,"2007-2015
",2007,2015
1825,72,"2007-2015
",2007,2015
1826,150,"2007-2015
",2007,2015
1827,103,"2007-2015
",2007,2015
1828,125,"2007-2015
",2007,2015
1829,52,"2007-2015
",2007,2015
1830,169,"2007-2015
",2007,2015
1831,130,"2007-2015
",2007,2015
1832,105,"2007-2015
",2007,2015
1833,152,"2007-2015
",2007,2015
1834,84,"2007-2015
",2007,2015
1835,58,"2007-2015
",2007,2015
1836,50,"2007-2015
",2007,2015
1836,53,"2016-2019
",2016,2019
1837,44,"2007-2015
",2007,2015
1837,20,"2016-2019
",2016,2019
1838,133,"2007-2015
",2007,2015
1838,133,"2016-2019
",2016,2019
1839,98,"2007-2015
",2007,2015
1839,110,"2016-2019
",2016,2019
1840,306,"2016-2019
",2016,2019
1841,85,"2007-2015
",2007,2015
1841,90,"2016-2019
",2016,2019
1842,97,"2007-2015
",2007,2015
1842,100,"2016-2019
",2016,2019
1843,80,"2007-2015
",2007,2015
1843,70,"2016-2019
",2016,2019
1844,127,"2007-2015
",2007,2015
1844,135,"2016-2019
",2016,2019
1845,158,"2007-2015
",2007,2015
1845,169,"2016-2019
",2016,2019
1846,181,"2007-2015
",2007,2015
1846,268,"2016-2019
",2016,2019
1847,183,"2007-2015
",2007,2015
1848,143,"2007-2015
",2007,2015
1849,135,"2007-2015
",2007,2015
1850,110,"2007-2015
",2007,2015
1851,36,"2007-2015
",2007,2015
1852,173,"2007-2015
",2007,2015
1852,200,"2016-2019
",2016,2019
1853,68,"2007-2015
",2007,2015
1854,143,"2007-2015
",2007,2015
1855,118,"2007-2015
",2007,2015
1856,148,"2007-2015
",2007,2015
1857,176,"2007-2015
",2007,2015
1858,77,"2007-2015
",2007,2015
1859,163,"2007-2015
",2007,2015
1860,61,"2007-2015
",2007,2015
1864,97,"2007-2015
",2007,2015
1865,39,"2007-2015
",2007,2015
1866,44,"2007-2015
",2007,2015
1867,92,"2007-2015
",2007,2015
1868,46,"2007-2015
",2007,2015
1869,61,"2007-2015
",2007,2015
1870,69,"2007-2015
",2007,2015
1871,225,"2007-2015
",2007,2015
1871,235,"2016-2019
",2016,2019
1872,201,"2007-2015
",2007,2015
1873,48,"2007-2015
",2007,2015
1875,183,"2007-2015
",2007,2015
1876,47,"2007-2015
",2007,2015
1877,186,"2007-2015
",2007,2015
1878,30,"2007-2015
",2007,2015
1879,96,"2007-2015
",2007,2015
1880,98,"2007-2015
",2007,2015
1881,46,"2007-2015
",2007,2015
1882,71,"2007-2015
",2007,2015
1883,129,"2007-2015
",2007,2015
1884,291,"2007-2015
",2007,2015
1885,150,"2007-2015
",2007,2015
1886,140,"2007-2015
",2007,2015
1887,202,"2007-2015
",2007,2015
1888,46,"2007-2015
",2007,2015
1889,113,"2007-2015
",2007,2015
1890,79,"2007-2015
",2007,2015
1891,66,"2007-2015
",2007,2015
1892,108,"2007-2015
",2007,2015
1893,88,"2007-2015
",2007,2015
1894,113,"2007-2015
",2007,2015
1895,91,"2007-2015
",2007,2015
1896,33,"2007-2015
",2007,2015
1897,95,"2007-2015
",2007,2015
1898,65,"2007-2015
",2007,2015
1899,44,"2007-2015
",2007,2015
1900,84,"2007-2015
",2007,2015
1901,76,"2007-2015
",2007,2015
1902,65,"2007-2015
",2007,2015
1903,93,"2007-2015
",2007,2015
1903,80,"2016-2019
",2016,2019
1904,100,"2007-2015
",2007,2015
1905,64,"2007-2015
",2007,2015
1906,30,"2007-2015
",2007,2015
1907,88,"2007-2015
",2007,2015
1908,87,"2007-2015
",2007,2015
1909,95,"2007-2015
",2007,2015
1910,34,"2007-2015
",2007,2015
1911,50,"2007-2015
",2007,2015
1912,133,"2007-2015
",2007,2015
1913,39,"2007-2015
",2007,2015
1914,263,"2007-2015
",2007,2015
1915,133,"2007-2015
",2007,2015
1916,195,"2007-2015
",2007,2015
1917,341,"2007-2015
",2007,2015
1918,177,"2007-2015
",2007,2015
1919,112,"2007-2015
",2007,2015
1920,154,"2007-2015
",2007,2015
1926,75,"2007-2015
",2007,2015
1927,36,"2007-2015
",2007,2015
1928,82,"2007-2015
",2007,2015
1929,96,"2007-2015
",2007,2015
1930,86,"2007-2015
",2007,2015
1932,61,"2007-2015
",2007,2015
1933,130,"2007-2015
",2007,2015
1934,95,"2007-2015
",2007,2015
1935,91,"2007-2015
",2007,2015
1937,97,"2007-2015
",2007,2015
1938,35,"2007-2015
",2007,2015
1939,99,"2007-2015
",2007,2015
1940,75,"2007-2015
",2007,2015
1941,93,"2007-2015
",2007,2015
1942,57,"2007-2015
",2007,2015
1945,104,"2007-2015
",2007,2015
1946,123,"2007-2015
",2007,2015
1947,113,"2007-2015
",2007,2015
1948,87,"2007-2015
",2007,2015
1949,101,"2007-2015
",2007,2015
1950,188,"2007-2015
",2007,2015
1952,56,"2007-2015
",2007,2015
1953,72,"2007-2015
",2007,2015
1954,97,"2007-2015
",2007,2015
1955,119,"2007-2015
",2007,2015
1956,102,"2007-2015
",2007,2015
1957,71,"2007-2015
",2007,2015
1958,45,"2007-2015
",2007,2015
1959,25,"2007-2015
",2007,2015
1960,65,"2007-2015
",2007,2015
1961,56,"2007-2015
",2007,2015
1962,57,"2007-2015
",2007,2015
1964,120,"2007-2015
",2007,2015
1965,215,"2007-2015
",2007,2015
1965,232,"2016-2019
",2016,2019
1966,157,"2007-2015
",2007,2015
1966,156,"2016-2019
",2016,2019
1967,149,"2007-2015
",2007,2015
1967,146,"2016-2019
",2016,2019
1972,70,"2007-2015
",2007,2015
1975,56,"2007-2015
",2007,2015
1976,68,"2007-2015
",2007,2015
1977,46,"2007-2015
",2007,2015
1978,23,"2007-2015
",2007,2015
1979,62,"2007-2015
",2007,2015
1980,77,"2007-2015
",2007,2015
1981,49,"2007-2015
",2007,2015
1982,140,"2007-2015
",2007,2015
1983,112,"2007-2015
",2007,2015
1984,120,"2007-2015
",2007,2015
1985,45,"2007-2015
",2007,2015
1986,198,"2007-2015
",2007,2015
1987,149,"2007-2015
",2007,2015
1988,157,"2007-2015
",2007,2015
1989,67,"2007-2015
",2007,2015
1990,128,"2007-2015
",2007,2015
1991,87,"2007-2015
",2007,2015
1992,58,"2007-2015
",2007,2015
1993,83,"2007-2015
",2007,2015
1994,480,"2007-2015
",2007,2015
1995,42,"2007-2015
",2007,2015
1996,88,"2007-2015
",2007,2015
1997,195,"2007-2015
",2007,2015
1998,23,"2007-2015
",2007,2015
1999,118,"2007-2015
",2007,2015
2000,97,"2007-2015
",2007,2015
2003,20,"2007-2015
",2007,2015
2004,15,"2007-2015
",2007,2015
2005,135,"2007-2015
",2007,2015
2006,158,"2007-2015
",2007,2015
2007,113,"2007-2015
",2007,2015
2008,205,"2007-2015
",2007,2015
2009,76,"2007-2015
",2007,2015
2010,177,"2007-2015
",2007,2015
2011,144,"2007-2015
",2007,2015
2012,190,"2007-2015
",2007,2015
2013,188,"2007-2015
",2007,2015
2014,100,"2007-2015
",2007,2015
2015,38,"2007-2015
",2007,2015
2016,152,"2007-2015
",2007,2015
2017,79,"2007-2015
",2007,2015
2018,125,"2007-2015
",2007,2015
2019,138,"2007-2015
",2007,2015
2020,128,"2007-2015
",2007,2015
2021,38,"2007-2015
",2007,2015
2022,155,"2007-2015
",2007,2015
2023,169,"2007-2015
",2007,2015
2024,141,"2007-2015
",2007,2015
2025,256,"2007-2015
",2007,2015
2026,198,"2007-2015
",2007,2015
2027,221,"2007-2015
",2007,2015
2028,38,"2007-2015
",2007,2015
2029,31,"2007-2015
",2007,2015
2030,136,"2007-2015
",2007,2015
2031,62,"2007-2015
",2007,2015
2032,79,"2007-2015
",2007,2015
2033,110,"2007-2015
",2007,2015
2034,114,"2007-2015
",2007,2015
2035,236,"2007-2015
",2007,2015
2036,52,"2007-2015
",2007,2015
2037,94,"2007-2015
",2007,2015
2038,38,"2007-2015
",2007,2015
2039,95,"2007-2015
",2007,2015
2040,57,"2007-2015
",2007,2015
2041,99,"2007-2015
",2007,2015
2042,53,"2007-2015
",2007,2015
2045,214,"2016-2019
",2016,2019
2046,190,"2007-2015
",2007,2015
2047,149,"2007-2015
",2007,2015
2048,123,"2007-2015
",2007,2015
2049,139,"2007-2015
",2007,2015
2050,170,"2007-2015
",2007,2015
2051,119,"2007-2015
",2007,2015
2052,114,"2007-2015
",2007,2015
2053,166,"2007-2015
",2007,2015
2054,100,"2007-2015
",2007,2015
2055,94,"2007-2015
",2007,2015
2056,145,"2007-2015
",2007,2015
2058,159,"2007-2015
",2007,2015
2059,68,"2007-2015
",2007,2015
2060,68,"2007-2015
",2007,2015
2061,71,"2007-2015
",2007,2015
2062,148,"2007-2015
",2007,2015
2063,140,"2007-2015
",2007,2015
2064,129,"2007-2015
",2007,2015
2065,80,"2007-2015
",2007,2015
2066,43,"2007-2015
",2007,2015
2067,141,"2007-2015
",2007,2015
2068,122,"2007-2015
",2007,2015
2069,250,"2007-2015
",2007,2015
2070,54,"2007-2015
",2007,2015
2071,118,"2007-2015
",2007,2015
2072,110,"2007-2015
",2007,2015
2073,34,"2007-2015
",2007,2015
2074,109,"2016-2019
",2016,2019
2075,66,"2007-2015
",2007,2015
2075,67,"2016-2019
",2016,2019
2076,47,"2007-2015
",2007,2015
2076,50,"2016-2019
",2016,2019
2077,55,"2007-2015
",2007,2015
2077,56,"2016-2019
",2016,2019
2078,111,"2007-2015
",2007,2015
2079,32,"2007-2015
",2007,2015
2080,46,"2016-2019
",2016,2019
2081,143,"2016-2019
",2016,2019
2082,129,"2016-2019
",2016,2019
2083,192,"2016-2019
",2016,2019
2084,300,"2016-2019
",2016,2019
2085,162,"2016-2019
",2016,2019
2086,51,"2016-2019
",2016,2019
2087,109,"2016-2019
",2016,2019
2088,94,"2016-2019
",2016,2019
2089,58,"2016-2019
",2016,2019
2090,300,"2007-2015
",2007,2015
2090,426,"2016-2019
",2016,2019
2091,144,"2016-2019
",2016,2019
2092,80,"2016-2019
",2016,2019
2093,99,"2007-2015
",2007,2015
2094,80,"2007-2015
",2007,2015
2095,114,"2007-2015
",2007,2015
2096,119,"2007-2015
",2007,2015
2097,245,"2007-2015
",2007,2015
2098,83,"2007-2015
",2007,2015
2099,118,"2007-2015
",2007,2015
2100,64,"2007-2015
",2007,2015
2101,73,"2007-2015
",2007,2015
2102,169,"2007-2015
",2007,2015
2103,192,"2007-2015
",2007,2015
2104,180,"2007-2015
",2007,2015
2105,79,"2007-2015
",2007,2015
2106,52,"2007-2015
",2007,2015
2107,230,"2007-2015
",2007,2015
2108,195,"2007-2015
",2007,2015
2110,206,"2007-2015
",2007,2015
2111,34,"2007-2015
",2007,2015
2112,24,"2007-2015
",2007,2015
2113,77,"2007-2015
",2007,2015
2114,26,"2007-2015
",2007,2015
2115,47,"2007-2015
",2007,2015
2116,62,"2007-2015
",2007,2015
2117,73,"2007-2015
",2007,2015
2118,67,"2007-2015
",2007,2015
2119,42,"2007-2015
",2007,2015
2120,67,"2007-2015
",2007,2015
2121,41,"2007-2015
",2007,2015
2122,70,"2007-2015
",2007,2015
2123,54,"2007-2015
",2007,2015
2124,56,"2007-2015
",2007,2015
2125,101,"2007-2015
",2007,2015
2126,128,"2007-2015
",2007,2015
2127,84,"2007-2015
",2007,2015
2128,40,"2007-2015
",2007,2015
2129,37,"2007-2015
",2007,2015
2130,68,"2007-2015
",2007,2015
2131,52,"2007-2015
",2007,2015
2132,37,"2007-2015
",2007,2015
2133,29,"2007-2015
",2007,2015
2134,37,"2007-2015
",2007,2015
2135,41,"2007-2015
",2007,2015
2136,127,"2007-2015
",2007,2015
2137,108,"2007-2015
",2007,2015
2138,86,"2007-2015
",2007,2015
2139,87,"2007-2015
",2007,2015
2140,55,"2007-2015
",2007,2015
2141,95,"2007-2015
",2007,2015
2142,89,"2007-2015
",2007,2015
2143,107,"2007-2015
",2007,2015
2144,58,"2007-2015
",2007,2015
2145,97,"2007-2015
",2007,2015
2146,82,"2007-2015
",2007,2015
2147,88,"2007-2015
",2007,2015
2148,49,"2007-2015
",2007,2015
2149,138,"2007-2015
",2007,2015
2150,130,"2007-2015
",2007,2015
2151,54,"2007-2015
",2007,2015
2152,87,"2007-2015
",2007,2015
2153,132,"2007-2015
",2007,2015
2153,142,"2016-2019
",2016,2019
2154,46,"2007-2015
",2007,2015
2155,80,"2007-2015
",2007,2015
2156,95,"2007-2015
",2007,2015
2157,124,"2007-2015
",2007,2015
2158,154,"2007-2015
",2007,2015
2159,183,"2007-2015
",2007,2015
2160,145,"2007-2015
",2007,2015
2161,97,"2007-2015
",2007,2015
2162,160,"2007-2015
",2007,2015
2163,52,"2007-2015
",2007,2015
2164,102,"2007-2015
",2007,2015
2165,300,"2007-2015
",2007,2015
2166,116,"2007-2015
",2007,2015
2167,64,"2007-2015
",2007,2015
2168,161,"2007-2015
",2007,2015
2169,108,"2007-2015
",2007,2015
2170,137,"2007-2015
",2007,2015
2171,102,"2007-2015
",2007,2015
2172,114,"2007-2015
",2007,2015
2173,114,"2007-2015
",2007,2015
2174,136,"2007-2015
",2007,2015
2175,158,"2007-2015
",2007,2015
2176,66,"2007-2015
",2007,2015
2177,105,"2007-2015
",2007,2015
2178,135,"2007-2015
",2007,2015
2179,150,"2007-2015
",2007,2015
2180,142,"2007-2015
",2007,2015
2181,99,"2007-2015
",2007,2015
2182,129,"2007-2015
",2007,2015
2183,72,"2007-2015
",2007,2015
2184,37,"2007-2015
",2007,2015
2185,148,"2007-2015
",2007,2015
2186,74,"2007-2015
",2007,2015
2187,61,"2007-2015
",2007,2015
2188,81,"2007-2015
",2007,2015
2189,106,"2007-2015
",2007,2015
2190,30,"2007-2015
",2007,2015
2191,125,"2007-2015
",2007,2015
2192,103,"2007-2015
",2007,2015
2193,85,"2007-2015
",2007,2015
2194,80,"2007-2015
",2007,2015
2195,72,"2007-2015
",2007,2015
2196,121,"2007-2015
",2007,2015
2197,95,"2007-2015
",2007,2015
2198,71,"2007-2015
",2007,2015
2199,63,"2007-2015
",2007,2015
2200,52,"2007-2015
",2007,2015
2201,58,"2007-2015
",2007,2015
2202,70,"2007-2015
",2007,2015
2203,31,"2007-2015
",2007,2015
2204,107,"2007-2015
",2007,2015
2205,66,"2007-2015
",2007,2015
2206,56,"2007-2015
",2007,2015
2207,86,"2007-2015
",2007,2015
2208,41,"2007-2015
",2007,2015
2209,35,"2007-2015
",2007,2015
2210,54,"2007-2015
",2007,2015
2211,89,"2007-2015
",2007,2015
2212,31,"2007-2015
",2007,2015
2213,51,"2007-2015
",2007,2015
2214,71,"2007-2015
",2007,2015
2215,53,"2007-2015
",2007,2015
2216,28,"2007-2015
",2007,2015
2217,160,"2007-2015
",2007,2015
2218,67,"2007-2015
",2007,2015
2219,72,"2007-2015
",2007,2015
2220,77,"2007-2015
",2007,2015
2221,13,"2007-2015
",2007,2015
2222,115,"2007-2015
",2007,2015
2223,34,"2007-2015
",2007,2015
2224,110,"2007-2015
",2007,2015
2225,115,"2007-2015
",2007,2015
2226,129,"2007-2015
",2007,2015
2227,85,"2007-2015
",2007,2015
2228,60,"2007-2015
",2007,2015
2229,97,"2007-2015
",2007,2015
2230,83,"2007-2015
",2007,2015
2231,60,"2007-2015
",2007,2015
2232,92,"2007-2015
",2007,2015
2233,100,"2007-2015
",2007,2015
2234,130,"2007-2015
",2007,2015
2235,111,"2007-2015
",2007,2015
2236,68,"2007-2015
",2007,2015
2237,75,"2007-2015
",2007,2015
2238,69,"2007-2015
",2007,2015
2239,66,"2007-2015
",2007,2015
2240,152,"2007-2015
",2007,2015
2241,80,"2007-2015
",2007,2015
2242,109,"2007-2015
",2007,2015
2243,138,"2007-2015
",2007,2015
2244,61,"2007-2015
",2007,2015
2245,111,"2007-2015
",2007,2015
2246,35,"2007-2015
",2007,2015
2247,67,"2007-2015
",2007,2015
2248,62,"2007-2015
",2007,2015
2249,157,"2007-2015
",2007,2015
2250,86,"2007-2015
",2007,2015
2251,152,"2007-2015
",2007,2015
2252,123,"2007-2015
",2007,2015
2253,138,"2007-2015
",2007,2015
2254,119,"2007-2015
",2007,2015
2255,217,"2007-2015
",2007,2015
2256,465,"2007-2015
",2007,2015
2257,37,"2007-2015
",2007,2015
2258,67,"2007-2015
",2007,2015
2259,94,"2007-2015
",2007,2015
2260,90,"2007-2015
",2007,2015
2261,86,"2007-2015
",2007,2015
2262,57,"2007-2015
",2007,2015
2263,68,"2007-2015
",2007,2015
2264,65,"2007-2015
",2007,2015
2265,95,"2007-2015
",2007,2015
2266,166,"2007-2015
",2007,2015
2267,128,"2007-2015
",2007,2015
2268,86,"2007-2015
",2007,2015
2269,97,"2007-2015
",2007,2015
2270,57,"2007-2015
",2007,2015
2271,86,"2007-2015
",2007,2015
2272,50,"2007-2015
",2007,2015
2273,84,"2007-2015
",2007,2015
2274,111,"2007-2015
",2007,2015
2275,154,"2007-2015
",2007,2015
2276,81,"2007-2015
",2007,2015
2277,48,"2007-2015
",2007,2015
2278,101,"2007-2015
",2007,2015
2279,38,"2007-2015
",2007,2015
